0.0000000000,0.0000000000,0.0000000000
0.9999999999,0.0000009577,0.0000038306
1.9999999996,0.0000152705,0.0000306305
2.9999999981,0.0000774694,0.0001032969
3.9999999825,0.0002448238,0.0002445832
4.9999998822,0.0005971183,0.0004770278
5.9999996719,0.0012366527,0.0008228832
6.9999991607,0.0022877406,0.0013040463
7.9999978836,0.0038967734,0.0019419901
8.9999951009,0.0062312060,0.0027576956
9.9999897327,0.0094786960,0.0037715868
10.9999800272,0.0138471036,0.0050034663
11.9999636622,0.0195643121,0.0064724534
12.9999369530,0.0268765732,0.0081969239
13.9998947482,0.0360488320,0.0101944526
14.9998304302,0.0473623259,0.0124817583
15.9997354428,0.0611141143,0.0150746514
16.9995988312,0.0776170781,0.0179879841
17.9994068432,0.0971988664,0.0212356040
18.9991419287,0.1202001332,0.0248303109
19.9987827295,0.1469740705,0.0287838162
20.9983040207,0.1778836878,0.0331067064
21.9976754734,0.2133017470,0.0378084102
22.9968616992,0.2536106856,0.0428971684
23.9958209545,0.2991997795,0.0483800085
24.9945046881,0.3504651366,0.0542627225
25.9928575414,0.4078066647,0.0605498488
26.9908170117,0.4716266550,0.0672446577
27.9883121866,0.5423297832,0.0743491416
28.9852638465,0.6203223174,0.0818640084
29.9815834876,0.7060087192,0.0897886795
30.9771732546,0.7997919441,0.0981212915
31.9719259400,0.9020695634,0.1068587020
32.9657245531,1.0132334119,0.1159964996
33.9584417568,1.1336695882,0.1255290175
34.9499401691,1.2637560381,0.1354493515
35.9400723232,1.4038609529,0.1457493817
36.9286806683,1.5543411846,0.1564197975
37.9155976787,1.7155398340,0.1674501273
38.9006462504,1.8877862506,0.1788287712
39.8836394993,2.0713957432,0.1905430372
40.8643823704,2.2666662961,0.2025791809
41.8426718340,2.4738787391,0.2149224492
42.8182968854,2.6932940897,0.2275571257
43.7910395584,2.9251529167,0.2404665808
44.7606758286,3.1696753402,0.2536333230
45.7269765586,3.4270602012,0.2670390547
46.6897097362,3.6974829453,0.2806647285
47.6486404958,3.9810958532,0.2944906079
48.6035312590,4.2780267508,0.3084963285
49.5541446076,4.5883789689,0.3226609621
50.5002430619,4.9122313357,0.3369630823
51.4415923649,5.2496375705,0.3513808318
52.3779625923,5.6006257790,0.3658919905
53.3091281529,5.9651990509,0.3804740459
54.2348684694,6.3433354886,0.3951042627
55.1549718862,6.7349882066,0.4097597549
56.0692353345,7.1400862642,0.4244203451
56.9774617754,7.5585439576,0.4390809392
57.8794559854,7.9902713387,0.4537415332
58.7750240986,8.4351756161,0.4684021273
59.6639736518,8.8931611772,0.4830627214
60.5461135850,9.3641295880,0.4977233154
61.4212542921,9.8479796203,0.5123839095
62.2892076678,10.3446072728,0.5270445036
63.1497871614,10.8539058045,0.5417050976
64.0028078300,11.3757657646,0.5563656917
64.8480863386,11.9100749925,0.5710262858
65.6854409998,12.4567186429,0.5856868798
66.5146918344,13.0155792205,0.6003474739
67.3356606062,13.5865366056,0.6150080680
68.1481708845,14.1694680963,0.6296686620
68.9520480442,14.7642484087,0.6443292561
69.7471192950,15.3707496981,0.6589898502
70.5332137485,15.9888416056,0.6736504442
71.3101624414,16.6183912780,0.6883110383
72.0777984021,17.2592634209,0.7029716324
72.8359566527,17.9113203000,0.7176322264
73.5844742293,18.5744217586,0.7322928205
74.3231902512,19.2484252741,0.7469534146
75.0519459361,19.9331859733,0.7616140086
75.7705846682,20.6285566953,0.7762746027
76.4789520023,21.3343879955,0.7909351968
77.1768956771,22.0505281586,0.8055957908
77.8642656825,22.7768232634,0.8202563849
78.5409142710,23.5131171948,0.8349169790
79.2066960239,24.2592517156,0.8495775730
79.8614678573,25.0150664733,0.8642381671
80.5050890307,25.7803990094,0.8788987612
81.1374212101,26.5550848307,0.8935593552
81.7583284770,27.3389574188,0.9082199493
82.3676773905,28.1318483098,0.9228805434
82.9653369961,28.9335871041,0.9375411374
83.5511788305,29.7440014737,0.9522017315
84.1250769781,30.5629172359,0.9668623256
84.6869080802,31.3901583643,0.9815229196
85.2365513904,32.2255470720,0.9961835137
85.7738887864,33.0689038279,1.0108441078
86.2988047724,33.9200473604,1.0255047018
86.8111865269,34.7787947324,1.0401652959
87.3109239142,35.6449613557,1.0548258900
87.7979095312,36.5183610745,1.0694864840
88.2720387218,37.3988061901,1.0841470781
88.7332095776,38.2861074616,1.0988076722
89.1813229743,39.1800741734,1.1134682662
89.6162825972,40.0805141801,1.1281288603
90.0379949650,40.9872339603,1.1427894544
90.4463694426,41.9000386398,1.1574500484
90.8413187261,42.8187318190,1.1721082407
