     0, -0.234857
     1, -2.463468
     2, 1.080315
     3, 0.904761
     4, 0.281892
     5, 1.045541
     6, -1.659267
     7, -1.304632
     8, -0.626187
     9, 2.412529
    10, -0.370965
    11, -1.863496
    12, -6.112362
    13, 0.533578
    14, 4.783752
    15, 2.255662
    16, 1.200516
    17, -0.278174
    18, -0.459682
    19, 2.919412
    20, 0.309929
    21, 2.330004
    22, -0.620070
    23, -0.358836
    24, 5.765840
    25, 1.173810
    26, -0.637385
    27, 4.338631
    28, 0.748705
    29, 2.340020
    30, -0.269308
    31, 2.805188
    32, 2.495238
    33, 2.588102
    34, 2.595245
    35, 11.962653
    36, -0.711935
    37, -5.655354
    38, -0.766340
    39, -3.420135
    40, -4.121351
    41, -3.589312
    42, -2.225075
    43, 2.670629
    44, 2.035403
    45, -3.376137
    46, 1.194954
    47, -1.149895
    48, 2.506146
    49, 0.790239
    50, -0.781061
    51, -0.528192
    52, 0.517926
    53, 2.532778
    54, -4.315421
    55, 10.018021
    56, 0.499772
    57, -3.411462
    58, 3.425820
    59, 9.809533
    60, -1.448740
    61, 3.193443
    62, -0.571995
    63, 1.300188
    64, 1.795197
    65, 2.859201
    66, -2.865396
    67, -0.413025
    68, -0.205001
    69, -0.172490
    70, -0.113262
    71, -0.103069
    72, -0.110170
    73, -0.081194
    74, -0.077996
    75, -0.107990
    76, -0.111934
    77, -0.080780
    78, -0.097103
    79, -0.078046
    80, -0.084727
    81, -0.111222
    82, -0.138401
    83, -0.628579
    84, 0.542640
    85, 0.502863
    86, 0.435856
    87, -0.959998
    88, -1.357978
    89, -0.350899
    90, -1.167762
    91, 1.403814
    92, -0.801792
    93, 1.157118
    94, 0.567955
    95, 2.577615
    96, 3.064714
    97, -0.543567
    98, -6.367970
    99, -4.312949
   100, 5.783135
   101, 0.894775
   102, -8.524791
   103, -6.741699
   104, -8.868858
   105, -0.305998
   106, -3.357795
   107, -1.416301
   108, -1.071076
   109, -1.039161
   110, 1.650221
   111, -0.827537
   112, 0.454281
   113, 1.149275
   114, 2.375536
   115, -11.301616
   116, -6.114032
   117, -0.722215
   118, 1.801222
   119, 0.853925
   120, -0.937891
   121, 2.371182
   122, 0.367963
   123, -0.713362
   124, -0.389008
   125, -0.155650
   126, -0.169879
   127, -0.136188
   128, -0.185871
   129, -0.111620
   130, -0.095308
   131, -0.069733
   132, -0.073158
   133, -0.071461
   134, -0.073356
   135, -0.120562
   136, -0.090247
   137, -0.094060
   138, -0.066670
   139, -0.082641
   140, -0.113112
   141, -0.112537
   142, -0.076442
   143, -0.104017
   144, -0.070229
   145, -0.115483
   146, -0.105709
   147, -0.124498
   148, -0.138627
   149, -0.152038
   150, -0.090549
   151, -0.134493
   152, -0.211134
   153, -0.176884
   154, -0.151338
   155, -0.245815
   156, -3.256279
   157, 1.015904
   158, 0.321370
   159, 0.384731
   160, 0.326012
   161, -0.247839
   162, 1.648229
   163, -0.787372
   164, -0.894876
   165, -27.632071
   166, -1.059677
   167, -0.634590
   168, -0.352669
   169, -0.608260
   170, 0.467126
   171, -0.752733
   172, 0.397422
   173, 0.334431
   174, -3.310503
   175, 0.184904
   176, 0.360791
   177, 0.389345
   178, 0.571274
   179, 0.251620
   180, 0.207138
   181, 0.161844
   182, 0.281857
   183, 0.218541
   184, 0.243338
   185, 0.186034
   186, 0.152777
   187, 0.180673
   188, 0.194616
   189, 0.219677
   190, 0.168373
   191, 0.199947
   192, 0.263241
   193, 0.270877
   194, 0.175714
   195, 0.220580
   196, 0.324253
   197, 0.076970
   198, 0.118131
   199, 0.262869
   200, 0.240363
   201, 0.296664
   202, 0.247676
   203, 0.231398
   204, 0.140404
   205, 0.140800
   206, 0.175966
   207, 0.228672
   208, 0.206415
   209, 0.200331
   210, 0.158952
   211, 0.144195
   212, 0.209088
   213, 0.204766
   214, 0.498639
   215, 0.152096
   216, 0.155835
   217, 0.181604
   218, 0.247117
   219, 0.202345
   220, 0.149193
   221, 0.140743
   222, 0.251707
   223, 0.324831
   224, 1.229295
   225, -0.555266
   226, -2.256703
   227, -0.867290
   228, -2.023210
   229, -0.563212
   230, -0.493730
   231, -0.756692
   232, -0.248952
   233, -0.212969
   234, 2.957628
   235, -0.634093
   236, -0.281393
   237, -0.209591
   238, -0.325857
   239, -0.385157
   240, -0.191229
   241, -0.504289
   242, -0.548792
   243, -0.336938
   244, -0.218448
   245, -0.152758
   246, -0.340671
   247, -0.240384
   248, -0.489500
   249, -0.383362
   250, -1.241504
   251, -0.536194
   252, -0.479952
   253, -0.180228
   254, -0.369183
   255, -0.427899
   256, -0.514708
   257, -0.387227
   258, -0.539231
   259, -0.316524
   260, -0.187234
   261, -0.300694
   262, -0.192463
   263, -0.278692
   264, -0.693199
   265, -1.842256
   266, -0.132162
   267, -0.420513
   268, -2.184534
   269, -1.294460
   270, -1.254891
   271, -1.238218
   272, 3.814776
   273, -2.213280
   274, -3.983069
   275, 0.754905
   276, -1.179748
   277, -0.321549
   278, -0.630375
   279, 0.390786
   280, 0.178420
   281, -0.753195
   282, -1.125684
   283, -1.591980
   284, -0.655714
   285, -2.823220
   286, 2.897545
   287, 3.635855
   288, 0.205048
   289, -0.745494
   290, -1.018609
   291, -3.081496
   292, -0.969623
   293, 5.756665
   294, -0.452364
   295, 4.356805
   296, -0.679764
   297, 1.066348
   298, -1.102486
   299, -1.156434
   300, -1.001232
   301, -1.860262
   302, -36.966671
   303, -3.351528
   304, -1.008837
   305, -0.501639
   306, -0.562440
   307, -1.989112
   308, -4.295599
   309, -11.083947
   310, -2.002604
   311, 0.800022
   312, 2.254272
   313, 0.340497
   314, 6.870915
   315, -0.549438
   316, -1.280606
   317, 1.318527
   318, 1.381643
   319, -1.581084
   320, 0.637322
   321, -0.564109
   322, 0.610081
   323, -1.710731
   324, -0.703277
   325, -0.217322
   326, -0.177867
   327, -0.290219
   328, -0.431847
   329, -0.582366
   330, -0.440294
   331, -0.364373
   332, -0.192237
   333, -0.239011
   334, -0.183998
   335, -0.267687
   336, -0.221280
   337, -0.219592
   338, -0.188119
   339, -0.205631
   340, -0.172730
   341, -0.341547
   342, -0.305786
   343, -0.157422
   344, -0.832362
   345, -0.319381
   346, -0.137927
   347, -0.157205
   348, -0.462948
   349, -0.666620
   350, -0.093579
   351, -0.190918
   352, -0.178390
   353, -0.284491
   354, -0.893184
   355, -1.488993
   356, 0.914047
   357, -0.700316
   358, -0.442159
   359, -0.398707
   360, 6.649978
   361, -0.441578
   362, -15.651955
   363, -3.290303
   364, -0.396399
   365, 6.115537
   366, -0.905410
   367, -0.535142
   368, -1.247079
   369, -0.310343
   370, -0.488564
   371, -0.126750
   372, -0.973497
   373, -0.204079
   374, -0.351979
   375, -0.221785
   376, -0.401283
   377, -0.502415
   378, -0.234370
   379, -0.366475
   380, -0.307799
   381, -0.391015
   382, -0.156596
   383, -0.384933
   384, -0.187175
   385, -0.316367
   386, -0.542048
   387, -0.499276
   388, -0.659452
   389, -0.176092
   390, -0.168840
   391, -0.251690
   392, -0.320671
   393, -0.254484
   394, -0.602676
   395, -0.279195
   396, -0.566249
   397, -0.172467
   398, -0.486379
   399, -0.304208
   400, -0.437391
   401, -0.488396
   402, -1.108059
   403, -0.236837
   404, -0.289911
   405, -0.196392
   406, -0.433652
   407, -0.301832
   408, -0.240455
   409, -0.217173
   410, 24.405100
   411, -0.671621
   412, -1.125284
   413, -0.679724
   414, -0.743638
   415, 4.593842
   416, -1.087340
   417, 0.825626
   418, 1.965289
   419, -1.708621
   420, -2.156772
   421, -1.960875
   422, -11.553102
   423, 1.159628
   424, 1.984102
   425, -0.772130
   426, -0.379734
   427, -4.326914
   428, -0.697263
   429, 0.307905
   430, -1.202142
   431, -0.818201
   432, -3.264193
   433, 0.581582
