0	0.233001
1	1.575002
2	-1.652894
3	-8.230374
4	0.426064
5	0.285142
6	1.208351
7	0.557899
8	0.786901
9	0.815384
10	1.071514
11	-1.293015
12	-0.832499
13	0.725303
14	-1.903084
15	0.495162
16	0.393486
17	-0.268903
18	0.434897
19	1.530901
20	-6.824884
21	-0.832494
22	0.580435
23	1.442397
24	-0.50069
25	4.468479
26	54.46434
27	-1.565716
28	81.656006
29	1.114395
30	1.026487
31	-1.70958
32	-1.219839
33	-0.448065
34	-2.480051
35	2.480124
36	0.667628
37	-1.185776
38	-2.14712
39	-0.681557
40	-0.707699
41	-8.859744
42	-2.389757
43	-1.153438
44	68.095589
45	0.444025
46	-2.202786
47	0.323869
48	-0.505007
49	0.998929
50	-7.3379
51	0.598048
52	-0.60208
53	-2.316006
54	-2.29994
55	1.80003
56	-1.457434
57	-3.362167
58	0.828179
59	-0.503429
60	1.822407
61	0.657652
62	7.523479
63	-7.096039
64	0.537444
65	-0.669206
66	-1.061555
67	-4.157268
68	-1.170645
69	5.270244
70	-47.114742
71	6.738971
72	5.702006
73	-1.184646
74	-5.847867
75	3.239761
76	-1.046649
77	-3.397217
78	-5.013571
79	1.175975
80	0.586045
81	-0.489178
82	-0.286881
83	-0.144816
84	-0.168787
85	-0.167167
86	-0.102756
87	-0.094125
88	-0.065372
89	-0.084858
90	-0.080563
91	-0.106539
92	-0.099132
93	-0.072954
94	-0.080676
95	-0.113857
96	-0.113853
97	-0.104295
98	-0.202138
99	-0.602828
100	-0.361948
101	0.353165
102	0.446311
103	0.282197
104	0.136818
105	0.47918
106	-1.21517
107	-0.517534
108	-4.867876
109	-3.283428
110	1.126152
111	-1.948445
112	-3.376191
113	-3.285582
114	-0.955547
115	-11.656251
116	-1.607797
117	-1.41585
118	-5.406127
119	-3.631548
120	0.380254
121	-0.481249
122	-0.754354
123	-7.741906
124	-4.781738
125	-4.551616
126	0.655935
127	2.778063
128	1.7435
129	5.044741
130	0.68327
131	1.710353
132	-2.542
133	0.977736
134	2.149002
135	3.387911
136	1.888179
137	1.55072
138	-1.738274
139	-0.935798
140	-3.553126
141	-0.271181
142	-0.114618
143	-0.10935
144	-0.101029
145	-0.078183
146	-0.091556
147	-0.107483
148	-0.146493
149	-0.133549
150	-0.086793
151	-0.076678
152	-0.044931
153	-0.088451
154	-0.099332
